
-0.21514,  0.15215, -1.68127, -1.61682,  1.74206, -3.04064, -0.04360,  0.03298, -0.71594, -1.61720,  0.07806, -2.19518
-0.02386,  0.04789, -1.44768, -3.32547, -0.00958, -2.07565,  0.09592, -0.00049, -0.93681,  0.06178,  0.10185, -2.13032
 0.17620, -0.18048, -1.45613, -1.63264,  1.74736,  0.60081, -0.10007,  0.00105, -0.83797, -0.77160,  0.95073, -0.77008
 0.08825, -0.15773, -1.45654, -1.63264,  1.74736, -1.74414, -0.02105,  0.06353, -0.71371, -1.61720,  0.07806, -0.40892
-0.04765,  0.13419, -1.45855, -3.31350,  1.74215,  0.91718,  0.07291,  0.37453, -0.84470, -0.77160,  0.95073,  1.40886
-0.14222, -0.10505, -1.47214, -1.63264,  1.74736,  0.03448,  0.14955,  0.00280, -0.82582, -0.77160,  0.95073,  2.55425
-0.28565, -0.18766, -1.56150, -2.47848,  0.87032, -4.77752, -0.02564, -0.08219, -0.80969, -0.77160,  0.95073, -2.39238
 0.08591, -0.07082, -1.44876, -1.62994, -0.01253, -0.37557, -0.22039, -0.00013, -0.93601,  0.06178,  0.10185, -0.09378
-0.18849,  0.12292, -1.57595, -0.78295,  0.86737, -2.42736, -0.19349,  0.26419, -0.83881, -0.78382, -0.77082,  1.14093
 0.02806, -0.11853, -1.56040, -2.47848,  0.87032,  0.27840, -0.10415,  0.05135, -0.70173,  0.04687,  1.80643, -4.30207
 0.11788, -0.06163, -1.69098, -1.62879, -0.00967,  1.79581, -0.09728,  0.12354, -0.72327, -1.61720,  0.07806,  0.00101
 0.12170,  0.02068, -1.34225, -2.47963,  0.86746,  0.88946, -0.07709,  0.03463, -0.82724, -0.78382, -0.77082,  0.52265
-0.01634,  0.10353, -1.57749, -2.47578, -0.88957, -2.03325,  0.00864,  0.25885, -0.83594,  0.88025,  0.95755,  3.81441
 0.00359, -0.03843, -1.56807, -0.78295,  0.86737,  0.87818, -0.10479,  0.09348, -0.72638, -1.61720,  0.07806, -1.56607
-0.01741,  0.09593, -1.57907, -0.78295,  0.86737, -2.61859, -0.33907,  0.08298, -0.69935,  0.05802,  0.06789, -2.20035
-0.03879,  0.10318, -1.69390, -1.62879, -0.00967, -2.90477, -0.25601, -0.10506, -0.70774, -1.61720,  0.07806, -0.92109
-0.23075,  0.11561, -1.57467, -0.78295,  0.86737,  0.20135, -0.07425,  0.00135, -0.84952, -0.77160,  0.95073, -1.65445
-0.03992,  0.21109, -1.45645, -1.62994, -0.01253, -3.58507,  0.01323,  0.11900, -0.71922, -1.61720,  0.07806, -2.49384
-0.11694, -0.06496, -1.46770, -3.32547, -0.00958,  2.97156, -0.01017, -0.03340, -0.84080,  0.88025,  0.95755, -0.71954
 0.05680, -0.12226, -1.45462, -1.63264,  1.74736,  2.40868,  0.09556, -0.02195, -0.71760, -1.61720,  0.07806, -0.66556
 0.00046, -0.06872, -1.46144, -1.63264,  1.74736,  1.78776,  0.03669,  0.00610, -0.71299, -1.61720,  0.07806,  0.18517
