
 0.02756,  0.09194, -1.83365, -2.46266,  0.86502,  3.43630,  0.06630, -0.02870, -0.94109,  0.06178,  0.10185,  4.31285
-0.12984,  0.02107, -1.82851, -2.46266,  0.86502,  1.22467,  0.00661, -0.02576, -1.05570, -0.76784,  0.98468, -0.47337
-0.03401,  0.27976, -1.94794, -1.61567,  1.74492,  3.65543,  0.04574,  0.08797, -1.09008, -0.76784,  0.98468, -0.76637
-0.13308, -0.07156, -1.95110, -1.61567,  1.74492,  0.39357,  0.03108,  0.20307, -0.94447,  0.06178,  0.10185,  2.30666
-0.09486,  0.14132, -1.81483, -2.46266,  0.86502,  1.00178,  0.09073, -0.02834, -0.94301,  0.06178,  0.10185,  2.25933
-0.08691, -0.13083, -1.82404, -2.46266,  0.86502,  0.33747,  0.09201,  0.00824, -1.18314, -1.58631,  0.12898,  2.55360
-0.03477,  0.10355, -1.82186, -2.46266,  0.86502, -3.51953,  0.09331, -0.14332, -0.93097,  0.06178,  0.10185,  2.88298
 0.23980, -0.09044, -1.71146, -1.62879, -0.00967,  0.99858,  0.10495,  0.20417, -1.07893, -0.76784,  0.98468, -1.86728
 0.13883,  0.25499, -1.81533, -2.46266,  0.86502,  0.93515,  0.13085,  0.03625, -1.20126, -1.58631,  0.12898, -0.38496
 0.10096,  0.13083, -1.82735, -2.46266,  0.86502,  1.18326,  0.04326,  0.20604, -1.09201, -0.76784,  0.98468,  1.58897
-0.07131,  0.15710, -1.70622, -1.62879, -0.00967, -0.89714, -0.13417,  0.08762, -0.94391,  0.06178,  0.10185,  1.69550
-0.00399,  0.08337, -1.83848, -2.46266,  0.86502,  1.92340,  0.07163, -0.03001, -0.96290,  0.06178,  0.10185,  2.48166
-0.16170, -0.14651, -1.96150, -3.30849, -0.01202,  2.79633,  0.06512,  0.23311, -1.06803, -0.76784,  0.98468, -2.44914
-0.19347, -0.37283, -1.49447, -1.62994, -0.01253,  2.56303,  0.01816,  0.00338, -1.08966, -0.76784,  0.98468,  0.42376
-0.05052, -0.10090, -1.70427, -1.62879, -0.00967, -0.86197,  0.06651,  0.17762, -1.07872, -0.76784,  0.98468,  1.05648
-0.31109, -0.17988, -1.82470, -2.46266,  0.86502,  2.13952, -0.12675,  0.14644, -1.07867, -0.76784,  0.98468,  0.45801
-0.06675, -0.04455, -1.83399, -2.46266,  0.86502, -3.51740, -0.07754, -0.04952, -1.07163, -0.76784,  0.98468, -0.36317
-0.06948, -0.06485, -1.93243, -1.61567,  1.74492,  0.36615,  0.00300, -0.16750, -1.05723, -0.75669, -0.75385,  1.08361
-0.12068,  0.24493, -1.83012, -2.46266,  0.86502,  0.05088,  0.21088, -0.07876, -1.06860, -0.76784,  0.98468, -0.61820
 0.15857,  0.21517, -1.70813, -1.62879, -0.00967,  0.33894,  0.02141,  0.28664, -0.97547,  0.06178,  0.10185,  0.50826
-0.26774,  0.04693, -1.82641, -2.46266,  0.86502, -1.09388, -0.07781,  0.00425, -0.96517,  0.06178,  0.10185,  0.22312
-0.07768, -0.01153, -1.82387, -2.46266,  0.86502,  0.35550,  0.09814,  0.20199, -0.96104,  0.06178,  0.10185,  2.85907
 0.09873, -0.02949, -1.69765, -1.62879, -0.00967,  0.68403,  0.01286,  0.25905, -0.97730,  0.06178,  0.10185, -1.00112
 0.15458,  0.04879, -1.81853, -2.46266,  0.86502,  0.35815,  0.05646,  0.00653, -1.07558, -0.75669, -0.75385,  2.83298
-0.01421,  0.13038, -1.81852, -2.46266,  0.86502,  0.00972,  0.01789,  0.11908, -1.08252, -0.76784,  0.98468, -0.09296
 0.15491,  0.16749, -1.79144, -2.46266,  0.86502,  0.24601,  0.03422, -0.13805, -1.04994, -0.76784,  0.98468, -0.67707
 0.12674,  0.02870, -1.80641, -2.46266,  0.86502,  2.10845,  0.06930,  0.15037, -1.07867, -0.76784,  0.98468, -0.33892
 0.14805, -0.09203, -1.80605, -2.46266,  0.86502,  0.59564,  0.03467, -0.08085, -1.05249, -0.76784,  0.98468,  1.69089
-0.07609, -0.23269, -1.82509, -2.46266,  0.86502,  0.97193, -0.10695,  0.06024, -1.07510,  0.89516, -0.74702,  3.52011
-0.10457, -0.04050, -1.82383, -2.46266,  0.86502, -0.25799, -0.01465,  0.03031, -1.07383, -0.76784,  0.98468,  1.60032
 0.00853,  0.04182, -1.81802, -2.46266,  0.86502, -0.57840, -0.04553,  0.25672, -0.95492,  0.06178,  0.10185,  0.16481
-0.06309, -0.00630, -1.84533, -2.46266,  0.86502,  0.47338, -0.04349,  0.17649, -1.07160, -0.76784,  0.98468,  0.50878
-0.01863, -0.09182, -1.82304, -2.46266,  0.86502,  1.23986, -0.07795,  0.09396, -0.93187, -1.61344,  0.11201,  2.26561
-0.01919, -0.01160, -1.83263, -2.46266,  0.86502,  1.55782,  0.21010,  0.03296, -0.96755,  0.06178,  0.10185,  2.32921
-0.21450,  0.23790, -1.85025, -2.46266,  0.86502,  2.72164, -0.29815, -0.04915, -0.97205, -1.60229, -1.62652,  0.75330
-0.25490, -0.10448, -1.84458, -2.46266,  0.86502,  1.24492,  0.05643,  0.28882, -1.11232, -0.76784,  0.98468,  1.30911
-0.20946, -0.18448, -1.69213, -1.62879, -0.00967,  2.05303, -0.02699, -0.05354, -0.95790,  0.06178,  0.10185,  1.98685
-0.20426, -0.07669, -1.94741, -1.61567,  1.74492,  3.85037, -0.12339,  0.02924, -1.04445, -0.76784,  0.98468, -3.62592
 0.24365, -0.00460, -1.81498, -2.46266,  0.86502,  0.65342, -0.04637,  0.05331, -1.09184,  0.90738,  0.97452,  1.57648
-0.28458,  0.12756, -1.82672, -2.46266,  0.86502,  3.83417, -0.06824,  0.09357, -1.08559, -0.76784,  0.98468,  0.00756
-0.07111,  0.21387, -1.83063, -2.46266,  0.86502,  0.95776, -0.07902, -0.08622, -1.04933, -0.75669, -0.75385, -0.75022
-0.13064,  0.12765, -1.70316, -1.62879, -0.00967,  0.57516,  0.12897,  0.23624, -1.09385, -0.76784,  0.98468, -0.63178
 0.09547, -0.06321, -1.81128, -2.46266,  0.86502,  0.35024, -0.01585,  0.20034, -1.06632, -0.76784,  0.98468, -1.33225
-0.08544, -0.15012, -1.82514, -2.46266,  0.86502,  2.43959, -0.02503,  0.08812, -1.03002, -0.75669, -0.75385,  2.24115
-0.24676,  0.12205, -1.82730, -2.46266,  0.86502, -2.37903, -0.21181,  0.20502, -1.08487, -0.75669, -0.75385, -1.54086
-0.10099,  0.01199, -1.60518, -0.78295,  0.86737,  0.99451,  0.16643,  0.23178, -1.07723, -0.76784,  0.98468, -0.39151
-0.07190,  0.07299, -1.70762, -1.61682,  1.74206,  0.63685,  0.12518,  0.00372, -0.97736,  0.06178,  0.10185,  4.00367
 0.04753, -0.29915, -1.79832, -2.46266,  0.86502, -0.64991,  0.01135, -0.02443, -1.08717, -0.76784,  0.98468,  2.47887
-0.02662, -0.01544, -1.82072, -2.46266,  0.86502,  1.43923,  0.02065,  0.23057, -1.06788, -0.76784,  0.98468,  1.08489
